loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,run_name
19.6669,1417.86328125,9.478168264110757e-05,0.16,50,,,,,,,,,,baseline_en_bn
10.8539,149.7488555908203,8.945686900958466e-05,0.32,100,,,,,,,,,,baseline_en_bn
7.3203,13.149704933166504,8.413205537806177e-05,0.48,150,,,,,,,,,,baseline_en_bn
5.8898,133.4823455810547,7.880724174653888e-05,0.64,200,,,,,,,,,,baseline_en_bn
5.366,4.172303676605225,7.348242811501597e-05,0.8,250,,,,,,,,,,baseline_en_bn
5.0415,3.791846513748169,6.815761448349308e-05,0.96,300,,,,,,,,,,baseline_en_bn
,,,1.0,313,3.533851146697998,5.834,85.704,21.426,,,,,,baseline_en_bn
4.8083,3.7772555351257324,6.283280085197019e-05,1.1184,350,,,,,,,,,,baseline_en_bn
4.6986,3.2962489128112793,5.750798722044729e-05,1.2784,400,,,,,,,,,,baseline_en_bn
4.6401,2.9355289936065674,5.2183173588924395e-05,1.4384000000000001,450,,,,,,,,,,baseline_en_bn
4.5028,3.0808897018432617,4.6858359957401496e-05,1.5984,500,,,,,,,,,,baseline_en_bn
4.454,3.625182867050171,4.15335463258786e-05,1.7584,550,,,,,,,,,,baseline_en_bn
4.4204,2.9873220920562744,3.6208732694355704e-05,1.9184,600,,,,,,,,,,baseline_en_bn
,,,2.0,626,3.1857705116271973,6.0852,82.166,20.542,,,,,,baseline_en_bn
4.3761,2.8925275802612305,3.08839190628328e-05,2.0768,650,,,,,,,,,,baseline_en_bn
4.2928,4.040654182434082,2.5559105431309903e-05,2.2368,700,,,,,,,,,,baseline_en_bn
4.3248,2.778841495513916,2.0234291799787007e-05,2.3968,750,,,,,,,,,,baseline_en_bn
4.3199,2.519015312194824,1.4909478168264113e-05,2.5568,800,,,,,,,,,,baseline_en_bn
4.2403,3.019871950149536,9.584664536741214e-06,2.7168,850,,,,,,,,,,baseline_en_bn
4.2781,2.4755470752716064,4.259850905218317e-06,2.8768000000000002,900,,,,,,,,,,baseline_en_bn
,,,3.0,939,3.1324260234832764,6.2701,79.743,19.936,,,,,,baseline_en_bn
,,,3.0,939,,,,,707.9648,21.187,1.326,642972016680960.0,5.902856568812816,baseline_en_bn
,,,3.0,939,3.1324260234832764,5.9244,84.397,21.099,,,,,,baseline_en_bn
20.0837,16092.69921875,9.478168264110757e-05,0.16,50,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
10.7588,57.590641021728516,8.945686900958466e-05,0.32,100,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
7.768,19.92220115661621,8.413205537806177e-05,0.48,150,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
6.358,5.494747161865234,7.880724174653888e-05,0.64,200,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
5.8119,5.58176851272583,7.348242811501597e-05,0.8,250,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
5.4663,4.541158676147461,6.815761448349308e-05,0.96,300,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
,,,1.0,313,4.03975772857666,5.7368,87.157,21.789,,,,,,reverse_bn_en_for_filtered_backtranslation
5.2644,3.9675347805023193,6.283280085197019e-05,1.1184,350,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
5.0064,3.5857505798339844,5.750798722044729e-05,1.2784,400,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
4.9712,4.546483993530273,5.2183173588924395e-05,1.4384000000000001,450,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
4.8459,4.590868949890137,4.6858359957401496e-05,1.5984,500,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
4.747,3.7457971572875977,4.15335463258786e-05,1.7584,550,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
4.7527,3.7900545597076416,3.6208732694355704e-05,1.9184,600,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
,,,2.0,626,3.6410415172576904,5.7066,87.617,21.904,,,,,,reverse_bn_en_for_filtered_backtranslation
4.6292,4.143182277679443,3.08839190628328e-05,2.0768,650,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
4.5531,4.921841621398926,2.5559105431309903e-05,2.2368,700,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
4.6026,4.025930881500244,2.0234291799787007e-05,2.3968,750,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
4.5934,3.790498971939087,1.4909478168264113e-05,2.5568,800,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
4.5163,3.5193064212799072,9.584664536741214e-06,2.7168,850,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
4.559,3.686100482940674,4.259850905218317e-06,2.8768000000000002,900,,,,,,,,,,reverse_bn_en_for_filtered_backtranslation
,,,3.0,939,3.5816986560821533,5.4045,92.515,23.129,,,,,,reverse_bn_en_for_filtered_backtranslation
,,,3.0,939,,,,,598.4592,25.064,1.569,905413621063680.0,6.2213843592439595,reverse_bn_en_for_filtered_backtranslation
,,,3.0,939,3.5816986560821533,5.3275,93.853,23.463,,,,,,reverse_bn_en_for_filtered_backtranslation
21.685,1218.706298828125,9.627092846270929e-05,0.11428571428571428,50,,,,,,,,,,improved_en_bn_filtered_synthetic
11.6503,199.5981903076172,9.246575342465755e-05,0.22857142857142856,100,,,,,,,,,,improved_en_bn_filtered_synthetic
8.6788,54.46086502075195,8.866057838660579e-05,0.34285714285714286,150,,,,,,,,,,improved_en_bn_filtered_synthetic
6.6693,3.8453171253204346,8.485540334855405e-05,0.45714285714285713,200,,,,,,,,,,improved_en_bn_filtered_synthetic
5.5958,3.478196859359741,8.105022831050229e-05,0.5714285714285714,250,,,,,,,,,,improved_en_bn_filtered_synthetic
5.2084,2.74361515045166,7.724505327245053e-05,0.6857142857142857,300,,,,,,,,,,improved_en_bn_filtered_synthetic
4.8983,3.8321714401245117,7.343987823439878e-05,0.8,350,,,,,,,,,,improved_en_bn_filtered_synthetic
4.7941,2.8742051124572754,6.963470319634704e-05,0.9142857142857143,400,,,,,,,,,,improved_en_bn_filtered_synthetic
,,,1.0,438,3.332256555557251,5.8692,85.19,21.298,,,,,,improved_en_bn_filtered_synthetic
4.6688,4.213720798492432,6.582952815829528e-05,1.0274285714285714,450,,,,,,,,,,improved_en_bn_filtered_synthetic
4.573,2.580794334411621,6.202435312024354e-05,1.1417142857142857,500,,,,,,,,,,improved_en_bn_filtered_synthetic
4.4661,2.815265417098999,5.821917808219178e-05,1.256,550,,,,,,,,,,improved_en_bn_filtered_synthetic
4.4164,2.7830681800842285,5.441400304414004e-05,1.3702857142857143,600,,,,,,,,,,improved_en_bn_filtered_synthetic
4.3338,3.197901725769043,5.060882800608828e-05,1.4845714285714287,650,,,,,,,,,,improved_en_bn_filtered_synthetic
4.2997,3.16245174407959,4.680365296803653e-05,1.5988571428571428,700,,,,,,,,,,improved_en_bn_filtered_synthetic
4.2853,3.1745967864990234,4.299847792998478e-05,1.713142857142857,750,,,,,,,,,,improved_en_bn_filtered_synthetic
4.2405,22.724519729614258,3.9193302891933034e-05,1.8274285714285714,800,,,,,,,,,,improved_en_bn_filtered_synthetic
4.2862,2.790759325027466,3.538812785388128e-05,1.9417142857142857,850,,,,,,,,,,improved_en_bn_filtered_synthetic
,,,2.0,876,3.1180615425109863,5.9212,84.443,21.111,,,,,,improved_en_bn_filtered_synthetic
4.1962,2.451233148574829,3.158295281582953e-05,2.0548571428571427,900,,,,,,,,,,improved_en_bn_filtered_synthetic
4.1778,2.7128167152404785,2.777777777777778e-05,2.169142857142857,950,,,,,,,,,,improved_en_bn_filtered_synthetic
4.1634,2.9252748489379883,2.3972602739726026e-05,2.2834285714285714,1000,,,,,,,,,,improved_en_bn_filtered_synthetic
4.1596,2.4743270874023438,2.0167427701674277e-05,2.3977142857142857,1050,,,,,,,,,,improved_en_bn_filtered_synthetic
4.1888,2.5001351833343506,1.6362252663622528e-05,2.512,1100,,,,,,,,,,improved_en_bn_filtered_synthetic
4.146,2.945385456085205,1.2557077625570777e-05,2.6262857142857143,1150,,,,,,,,,,improved_en_bn_filtered_synthetic
4.1618,2.012791156768799,8.751902587519026e-06,2.7405714285714287,1200,,,,,,,,,,improved_en_bn_filtered_synthetic
4.1761,2.3976426124572754,4.946727549467275e-06,2.854857142857143,1250,,,,,,,,,,improved_en_bn_filtered_synthetic
4.117,2.692248821258545,1.1415525114155251e-06,2.9691428571428573,1300,,,,,,,,,,improved_en_bn_filtered_synthetic
,,,3.0,1314,3.0680387020111084,6.0101,83.194,20.798,,,,,,improved_en_bn_filtered_synthetic
,,,3.0,1314,,,,,931.9933,22.532,1.41,816030138163200.0,5.609540384835485,improved_en_bn_filtered_synthetic
,,,3.0,1314,3.0680387020111084,6.1801,80.905,20.226,,,,,,improved_en_bn_filtered_synthetic
